id	review_lemmas	food	interior	price	service	whole	
99	я быть здесь с подруга пока один раз приходить вечер ,  чтобы послушать живой музыка ,  отдыхать и пообщаться заказывать столик заранее оставаться все довольный на первый этаж кафешка ,  а на второй этаж 3 зал на счет еда не мочь сказать точно … за один раз оценивать все невозможный ,  но то ,  что заказывать ,  соответствовать свой вкусовой качество и мой вкус ( заказывать ролл филадельфия ,  греческий салат и пиво ) меню разнообразный ,  цена адекватный понравиться интерьер столик быть на любой вкус и с диван и у окно и напротив сцена очень хороший музыка ,  в тот вечер выступать Egeiro Project  ( отдельный они спасибо ) P S уютный место для вечерний отдых обязательно прийти еще	positive	positive	positive	absence	positive	
100	вывод написать сразу :  дружелюбный ,  вкусно и приятно в суббота вечер свободный место быть достаточно ,  чтобы выбирать понравиться быть и удобный диванчик и круглый стол для большой компания официант - бармен  -  изюминка этот заведение ))  заказ принимать быстро ,  приносить тоже лимонад ,  потом салат ,  потом стейк ,  потом кофе все своевременно ,  сидеть над пустой тарелка не приходиться еда вкусный ,  замечание нет стейк быть именно стейк ,  а не кусок жарить мясо хороший прибор ,  новый посуда ,  позитивный интерьер там хотеться посидеть долго чек быть на 860 руб имхо это даже дешевый кофе быть в подарок давненько я не покидать заведение такой довольный за десерт я туда точно вернуться ,  приходить и вы ,  настоятельно рекомендовать	positive	positive	positive	positive	positive	
101	примерно месяц назад посещать этот заведение ,  т к многие рекомендовать он ,  как замечательный место да ,  действительно ,  место очень хороший ,  приятный как и большинство знакомый ,  посещать данный место ,  понравиться интерьер ,  очень располагать к дружеский ,  теплый общение персонал приветливый ,  отзывчивый еда на уровень и что порадовать -- порция большой ))  если говорить о минус этот ресторан ,  очень людно и если хотеть туда попадать вечер ,  то обязательно заказывать стол заранее	positive	both	absence	positive	both	
102	весь хороший день 9 август у мы с муж быть 10ти летний юбилей свадьба проходить все настолько супер , что даже и представлять не мочь , что так получаться обстановка очень уютный есть возможность выбирать цвет интерьер у мы быть розовый свадьба и мы оформлять зал в бело-розовый тон очень красиво !!!  быть 40 чело и все оставаться в восторг от вкусный еда не навязчивый обслуживание официант , все успевать , своевременно убирать со стол и приносить новый блюдо и напиток достаточно важный :  для такой жара , как сейчас стоять у мы в город замечательный система кондиционирование в зал быть очень комфортно после окончание банкет , официант и администратор старательный упаковывать все в свой ланч - бокс мы очень понравиться этот банкетый зал если хотеть хорошо отмечать свой праздник ,  то вы сюда !=)))  спасибо огромный !!!!!!!!!!	positive	positive	absence	positive	positive	
103	недавно посещать данный ресторан , я согласный со многие , что основной зал тесноватый , но понравиться , что быть детский комната , гда с ребенок сидеть няня пока мы ужинать , плюс то что для ребенок быть бесплатный детский меню да музыка играть громко , но при это понравиться , что это национальный и живой музыка обслуживать очень приятный молодой человек , постоянно улыбаться и посоветовать мы хороший блюдо кухня действительно похожий на греческий ( в греция бывать почти каждый лето ) вкусный шашлык и прекрасный выбор салат ,  довольно большой выбор алкоголь плюс цена довольный не высокий для центр город так что думать еще не раз семья сходить	positive	both	positive	positive	positive	
104	впечатление заведение оставлять не самый хороший !! а жаль ..... новый место в центр город !! во-первых гость никто не встречать и не провожать к стол , не говорить уже о то , что зал для курящий или не курящий предлагать вообще не быть !! подруга заказывать бизнес - ланч , а меню я так и не увидеть , так как он просто не приносить !!! заказ быть принимать ужасно , вслед уходящий официант мы договаривать свой заказ !!! я заказывать чай , но даже его приносить без жасмин !! ))) хлеб не быть предлагать , в принцип вообще ничто предлагать не быть !!! с такой обслуживание у заведение вряд ли появляться постоянный гость !! далеко .. плохо ... счет мы вынести , когда мы еще кушать , и даже не просить он , видно в этот заведение не любить  , когда гость задерживаться , складываться впечатление , что мы определенно пора !!!=)))  интерьер милый , быть диванчик , правда не очень мягкий !!	absence	both	absence	negative	negative	
105	выбирать это место для начало празднование с коллектив из 13 человек годовщина выпуск мочь с уверенность сказать ,  что кухня в этот заведение один из хороший среди тот ,  который мы посещать  ( а такой довольно много ) заказывать много блюдо ,  в частность я попробовать паста ,  название который я не удаваться запоминать к сожаление ,  зато великолепный вкус запоминаться надолго порция большой ,  так что набирать сразу много не стоить от весь блюдо коллега быть в восторг только бифштекс не порадовать ,  он не быть похожий на все знакомый мы бифштекс но ,  думать ,  это дело привычка все единодушно сходиться на то ,  что в этот заведение самый хороший домашний мороженое так что любитель десерт советовать он попробовать вы точно оставаться довольный официантка очень приветливый приносить и уносить все моментально ,  хотя они не видно в поле зрение блюдо подаваться после заказ очень быстро ,  мы приносить уже через 5 - 7 минута так что для обеденный перерыв тоже очень хороший место интерьер тоже уютный ,  быть выбор столик на различный количество персона насколько я понимать ,  заведение уже очень популярно ,  так что заранее стоить бронировать стол это к то же бесплатно	both	positive	absence	positive	positive	
106	я редко писать отрицательный отзыв ,  но в данный случай просто считать это дело принцип зайти с друг в воскременье вечер скажем так ,  такой отвратительный впечатление от посещение ресторан / паб у я давное не быть встречать и обслуживать мы откровенно хамоватый официантка половина блюдо из меню в наличие не быть на вопрос почему так официантка отвечать с вызов ,  что вчера весь быть ,  а сегодня заканчиваться я заказывать сырный палочка ждать мы они ,  ждать ,  приходить офицантка и сообщать что она они уронить на пол ,  и что это быть последний палочка и вообщий палочка не быть я хотеться вставать и уходить ,  но так как это единственный место ,  где можно выпивать пиво в окрестность ,  приходиться оставаться мой друг заказывать цезарь с креветка  ( курица не оказываться ),  который оказываться и на вид и на вкус совершенно отвратительный потом официантка не слишком вежливо поинтересоваться знать ли мы что они работать в воскресение до 11ти на что мы отвечать тепреь знать вообщий такой дело ходить туда не советовать ,  мочь конечно в более людный день они адекватный персонал ставить и блюдо все в наличие ,  но что-то я подсказывать что врятли	negative	absence	absence	negative	negative	
107	очень долго выбирать ресторан на новогодний карпоратив и наш выбор останавливаться в этот год на кафе кон - коронеля на шкапин 10 и как оказываться в дальнейший это быть правильный выбор от проводить время в этот место оставаться только положительный воспоминание очень понравиться шоу программа и ведущий ,  который с самый начало и до самый конец вечер создавать доброжелательный и непренуждать атмосфера ))  в план кухня и обслуживание нет ни один нарекание ,  официант весь дружелюбный и свой дело знать хорошо по повод наш банкетный меню хотеть сказать отдельный спасибо администратор ирина мы очень долго обсуждать с она что и как быть находиться на наш стол в тот вечер и она полностью оправдывать наш ожидание огромный спасибо ресторан и весь персонал за превосходный вечер в следующий год вопрос выбор место для новогодний корпоратив уже не стоить  -  только кон - коронеля	positive	positive	absence	positive	positive	
108	недавно отмечать в сан день рождение безумно понравиться гость в восторг прекрасный интерьер ,  хороший обслуживание ,  быстро ,  ненавязчивый кухня понравиться быть и восточный блюдо ,  и европейский ,  и японский так как в наш компания у все разный вкус это очень порадовать ,  каждый находить для себя подходящий блюдо большой порция ,  весь очень вкусно очень понравиться кальян так же большой выбор коктейль ,  некоторые очень неплохой особенно понравиться оргазм и клубничный маргарита в целое все оставаться довольный ,  все советовать	positive	positive	absence	positive	positive	
109	быть уже не один раз ,  нравиться приятный и очень уютный место быстрый и вежливый обслуживание вкусный и свежий пиво ,  особенно понравиться местный , свежесваривать по кухня ... пробовать уже многое  -  без претензия ,  но и на хвалебный ода не тянуть .... отмечать БКС ( большой кусок свинина ) -  это рекомендовать ловить себя на мысль ,  что это место , куда хотеться вернуться ,  а именно из-за уют ( особенно второй этаж нравиться )  и из-за свежий и легкий пиво отзыв .... часть второй ))))  главное в пивной ресторан  -  это пиво а оно у вы на 5+ и еще огромный плюс ,  что у вы быть наш любимый хлебный греночка с сыр ,  да и еще сушка с перчик .... за они отдельный спасибо )))  совершенно не хотеть обижать юрий семенов отсутствие хвалебный ода .... вкус ведь у все разный и на все не угождать мы у вы еще десертик понравиться  -  карпаччо из ананас и манго в имбирный соус  -  необычненько ))  и хотеться написать о ваш внимательный отношение к посетитель .... заказывать в один из посещение сырный шарик ,  через некоторый время официантка извиняться попросить заказывать другой закуска за счет заведение  , т к с сырный шарик на кухня происходить какой-то проблема то , что замена за счет заведение  -  это мы приятно удивлять	positive	positive	absence	positive	positive	
110	праздновать в этот ресторан свой др ,  праздник быть семейный ,  поэтому хотеться посидеть в уютный место с хороший кухня быть заказывать столик (  за 4 день )  на 2 этаж ,  по приход мы сообщать что через 3 час прийти уже новый гость у который тоже забронировать это стол это как-то омрачать первый впечатление о этот заведение в я быть все ,  практически весь кухня мир начинать с салат :  ужасно салат цезарь и придумывать нельзя ,  соус невкусный ,  курица сухой пробовать еще салат с авокадо ,  тот хорошо ,  но тоже так себе из горячий есть манта ,  наверное они быть покупной ,  либо они там вообще не уметь готовить единственный что понравиться гость это десерт пирожное очень вкусный ,  особенно торт из шоколад уходить из это ресторан голодный и недовольный за 5 оставлять 10 тысяча (  еда+ каждый заказывать по 1 - 2 алкогольный коктейль )	both	absence	neutral	negative	negative	
111	ходить с молодой человек в пятница ,  25 ноябрь кухня отличный ,  интерьер вообще высоко всякий похвала ,  место довольно много я заказывать салат цезарь ,  ролл радуга и чизкейк салат вкусный ,  единственный ,  не понравиться соус ,  какой-то он странный быть ролл радуга  -  хорошо бы не брать ,  ролл огромный ,  в рот не влезать на вкус нормальный чизкейк вкусный ,  но слишком уж много этот клубничный пюре на тарелка молодой человек брать рис с курица  ( очень очень вкусный ,  и цена весь 200 руб ),  мисо суп  ( не очень ,  один вода ,  безвкусный )  и тирамис ,  который он очень понравиться единственный ,  долго ждать ,  пока мы приносить меню ,  что очень странно  ( обычно меню нести быстро ) потом обслуживать быстро официант не очень улыбчивый ,  но вежливый в общий и целый мы понравиться ,  прийти еще	both	positive	positive	both	positive	
112	на день рождение мой девушка ,  мы решать сходить в ресторан я выбирать мидзука основываться на отзыв с этот сайт ,  и не ошибаться  -  очень уютный место ,  вкусный еда  ( заказывать ролл и рис с курица ),  музыка ненавязчивый и тихий сервис  -  хороший , -  официантка ,  замечать что на они смотреть , -  не делать вид ,  что не замечать ,  а подходить :)  ждать заказ приходиться не больше ,  чем ожидать от ресторан  -  тарелка появляться ровно в тот момент ,  когда я в первый раз приходить в голова ,  что пора бы уже все-таки приносить ))  в общий ,  вечер проводить замечательно ,  теперь быть водить туда друг	positive	positive	absence	positive	positive	
113	после прогулка решать с подруга зайти - перекусить ,  в этот ресторан быть последний раз давно - год 4 назад ,  помнить ,  что самый вкусный пицца на тонкий тесто есть я именно в Da Albertone ,  но с тот пора не получаться навещать этот итальянский место ,  очень рад ,  что они до сей пора существовать ,  да и развиваться в общий и в целое впечатление складываться довольно приятный при вход мы сразу же встречать официант и гардеробщик ,  вежливо раздевать - проводить зал выбирать ,  тот что в японский стиль заказывать паста карбонар и ролл филадельфияя а на десерт решать взять конечно же тирамис карбонар прекрасный ,  ароматный ,  дымиться  -  этот паста пока хороший из тот ,  что я пробовать !!!  филадельфия я удаваться только попробовать ,  сделать на отлично ,  хороший кусок лосось - филадельфия - чуток рис ,  смело взять в следующий раз десерт тирамис просто таять во рот )))  классический нежный кубик атмосфера порадовать  -  теплый ,  уютный и спокойный место фоновый музыка разговор не мешать единственный минус - в дамский комната ощущение такой ,  что в она не очень часто убираться урна полностью забивать	positive	both	absence	positive	positive	
114	сегодня с подруга посещать данный заведение очень все понравиться , обслуживание порадовать еще при вход , доброжелательный и улыбчивый администратор екатерина встречать мы и посадить за очень хороший столик , откуда открываться отличный вид обслуживать мы очень приятный девушка - официант заказывать фондю , обслуживать мы очень оперативно и что порадовать это не сказываться на качество блюдо официант и весь обслуживающий персонал , отлично знать свой дело молодец теперь чердак художник быть часто посещать место в наш город спасибо вы большой за хороший настроение на весь день !!!!	positive	positive	absence	positive	positive	
115	в пятница 8 число с друг проходить мимо ресторан у видеть большой вывеска и решать зайти посмотреть открытие олимпиада быть приятно удивлять простата интерьер ,  качество кухня ( спасибо огромный шеф повар ), огромный выбор закуска к пиво особенно понравиться перчик халапен  ( кажется так называться это бесподобный блюдо ), умеренный цена ,  большой порция немного ресторан в город ,  где можно так вкусно итак не дорого покушать !!!!  приятно удивлять обслуживающий персонал девушка ,  который мы обслуживать ,  с редкий имя антонина ,  хорошо разбираться в предсталенный ресторан еда и умело порекомендовать мы разный закуска а какой пиво !!!  они около 10 сорт на любой вкус бармен становиться мы просто другой на любой вопрос о пиво он умело подбирать каждый из мы пиво по вкус все быть замечательно в этот пивной бар !!!!  весь гроссенштрасса !!!!!!!!!!!!!!!!!	positive	positive	positive	positive	positive	
116	я недавно переезжать в пушкин абсолютно не быть время  , чтобы прогуливаться даже по парк , я уже не говорить про какой-либо ресторан недавно я везти и я выкраивать время , чтобы пойти в екатериненский парк погода выдаваться ужасный  , решать скрываться в какой-нибудь уютный кафе подходить к первый человек , идти на встреча и поинтересоваться  , где быть хороший место , чтобы выпивать кофе мужчина  , не сомневаться отвечать , что на улица московский быть чудесный кафе White - Rabbit прийти туда  , я удивлять очень уютный атмосфера , приветливый персонал и конечно же интерьер , отдавать должное хозяин и дизайнер в тот день я пить американо ( пожалуй самый вкусный ) и есть филадельфия , оставаться довольный , продукт свежий , кофе ароматный через неделя сходить с подруга , заказывать 2 стейк  ( стриплойн )  и бутылка красный вино такой стейк редко встречать в спб , очень вкусный все очень понравиться кстати обслуживание очень приятный , они не видно , но тарелка исчезать сразу же .!  думать пойти на вечер итальянский вино Novello спасибо за такой чудесный место в пушкин удача	positive	positive	absence	positive	positive	
117	приятный итальянский ресторанчик без претензия из минус по обслуживание только то ,  что долго ждать официант с меню интерьер простой как внутри ,  так и снаружи из блюдо заказывать томатный суп ,  ризотто с белый гриб ,  паста с креветка и цезарь порция достаточно большой ,  весь быть вкусно ,  а вот цезарь с курица очень расстраивать ,  соус быть невкусный с рыбный запах хороший место для вкусный трапеза итальянский кухня по умерять цена	both	neutral	positive	negative	positive	
118	сегодня отмечать день рождение небольшой компания из шесть человек мы размещать в VIP зал понравиться оформление стол ,  подсвечник с гореть свеча создавать уютный атмосфера семейный торжество обслуживание прекрасный :  тарелка убирать сразу ,  новый блюдо приносить быстро ,  так что ничто не надо быть ждать кухня тоже приятный удивлять ,  особенно размер порция все быть свежий и отменно вкусный единственный но -  этот отсутствие живой музыка ,  с она наш вечер быть бы еще приятный иза сравнительно небольшой деньги отлично отдыхать и поесть следующий раз не быть думать ,  куда пойти отмечать какой-нибудь торжество	positive	both	positive	positive	positive	
119	замечательный ресторан ,  ходить туда уже два раз ,  оба раз оставаться очень довольный интерьер  -  простой и лаконичный ,  уютно и как-то по-домашнему обслуживание  -  с улыбка  ( для я это очень важный ),  быстрый и внимательный еда  -  весь очень вкусно  ( пробовать салат цезарь ,  спагетти карбонар ,  лазание ,  стейк из лосось ),  красиво оформлять и достаточно быстро ,  хотя народ быть немало в общий ,  ресторан большой спасибо обязательно прийти еще	positive	positive	absence	positive	positive	
120	встречаться с подруга пообщаться ,  выпивать пиво столик заказывать заранее ,  мы встречать ,  проводить ,  приносить меню все оперативный заведение небольшой ,  очень камерный ,  что приятно интерьер обычный ,  как в другой паб ,  порадовать стеллаж с книга и мягкий диван .:)  пиво вкусный ,  быть из что выбирать заказывать :  отварной креветка  -  креветка ,  как креветка ,  но какой-то слишком маленький  ( 240 руб ),  салат салмон с лосось ,  неплохой ,  но пресноватый ,  соус явно не хватать ,  кольцо кальмар в кляр  -  под пиво нормально ,  мясной чипсы из говядина  -  вкусно ,  рагу  -  вкусно ,  но много напоминать бульон с мясо ,  королевский креветка с соус  -  очень вкусный блюдо ( 599 руб ),  к сожаление не весь цена помнить быть один официантка на весь зал  ( пятница вечер весь столик занимать ),  но справляться ,  напиток и блюдо долго ждать не приходиться ,  не хватать немного приветливость ,  а в общий неплохо наш счет на 5 человек составлять около 4 000 руб подводить итог можно сказать ,  что хорошо проводить время ,  милый заведение	both	positive	neutral	both	positive	
121	в дуглас оказываться случайно ,  друг отмечать день рождение первый впечатление  –  потрясать размах и продуманность интерьер сначала сидеть весь компания в кабинка на диван ,  чувствовать себя комфортно и приватно в конец вечер расслабленно перебираться за барный стойка удивлять гармоничный сочетание в один заведение ресторан и бар что касаться кухня ,  заказывать и европейский и японский блюдо ,  оставаться очень довольный весь вкусно ,  порция средний размер  –  не много ,  не мало меню не очень большой ,  но быть из что выбирать действительно широкий выбор алкоголь ,  от коктейль большой и маленький ,  до линейка пиво и висок словом ,  быть что выпивать и поесть и девочка ,  и мальчик напиток приносить сразу ,  блюдо ждать приходиться не долго ,  хотя ,  может ,  мы просто никуда не спешивать  :)  резюме :  вечер удаваться во весь отношение ,  а мы открывать для себя новый заведение единственный минус  –  не очень удобный месторасположение но для мы это не препятствие  :)	positive	positive	absence	positive	both	
122	да ,  это что-то ,  даже не мочь сказать как ,  но постараться заходить в ресторан ,  сказка сказка сказка встречать с улыбка очень приятно показывать свободный столик на двое ,  а я быть да все нормально ,  я любить один ходить милый девушка приносить меню меню хороший ,  скромный сидеть ,  думать ,  что выбирать на такой голодный желудок да вот оно ,  что я хотеть :  салат из говяж вырезка  ( 290р ),  суп мясной  ( 210р ),  кара баранина  ( 680р ) при заказ еще хотеть взять сок ,  девушка посоветовать натуральный морс ,  я соглашаться м - м - м ,  какой великолепный салат такой я еще не пробовать а суп даже хорошо очень необычный каре баранина быть ,  еще раз быть пока не лопнуть ,  наверно хватить один порция да ,  спасибо повар большой так держать быть вкусно интерьер красивый ,  все со вкус цвет ,  гамма ,  стул  —  все красиво и удобно как в королевство сюда хорошо приходить с любимый человек поужинать сервис хороший быть кое-какой минус ,  но думать они самоустраняться на 8 ,  но я поставлять 9 потому что видно  —  человек стремиться к хороший обязательно приезжать еще раз	positive	positive	absence	positive	positive	
123	03.09 2014 отмечать в ресторан любимый день рождение любимый праздничный ужин проходить на 3 этаж интерьер ресторан очень интересный обслуживающий персонал  ,  конечно ,  испортить весь праздничный вечер лично для мы и наш друг во-первых ,  вовремя обслуживание ,  официант анастасия уронить грязный прибор на гость во -  второй ,  постоянно забирать посуда в который еще находиться еда ,  а пустой посуда оставлять на стол в конец вечер заказывать вода приносить она через 20 минута ,  при это сказать ,  что она весь этот время кушать ,  она быть не когда мужчина заказывать себя бутылочка текила ,  лимон и соль все приноситься отдельно  ,  с разница во время 10 минута что очень сильно удивлять я бы не рекомендовать идти в данный ресторан быть в петербург ресторан на много хорошо и доступный по цена и качество обслуживание	absence	positive	absence	negative	negative	
124	я не обманывать мой друг как быть сказать :  самый вкусный суша в город ,  так и получаться место и интерьер :  ресторан располагать в спальный район ,  сам бы я в он не поехать ,  но тут быть по путь интерьер аккуратный ,  спокойный ,  комфортный кухня :  прекрасный суша ,  свежий рыба ,  правильно сварить рис ,  как запекать ,  таки и классичесикий суша и ролл чудо как хороший весь порция внушительный размер :)  ну очень вкусно а еще давать вкусный вареник с вишня ,  что тоже не плохо сервис :  быстро ,  по дело ,  без ошибка цена средний ,  суша от 55 рубль ,  ролл до 600 ,  напиток не дорогой общий впечатление приятный если оказываться в район ленинский проспект ,  идеальный место для любитель японский кухня рекомендовать ресторан ,  как ресторан для обед ,  ужин публика разный ,  и семейный пара и парень ,  который зайти пообедать на район ,  девушка - подружка и мама с ребенок для романтический свидание не уверенный а вот зайти и перекусить просто ,  без повод - да я понравиться - 1 балл за кофе ,  он не вкусный общий впечатление приятный спасибо за вкусный обед	both	positive	positive	positive	positive	
125	я как-то увидеть ,  что на место не безызвестный магазин открываться новый ресторан вид через окно с невский я заставлять туда заглядывать и интерьер я не разочаровывать , а ,  наоборот ,  очень обрадовать очень красивый и уютный место обслуживать персонал очень приятный наш официант приходиться много мы объяснять ,  так как с азиатский такой кухня я не знакомый быть но он много предлагать ,  описывать ,  помогать выбирать я и мой подруга быть очень довольный этот выбор я взять кокосовый суп с морепродукт он быть острый ,  но ,  как я понимать ,  это особенность кухня но то любить острый и быть в восторг от блюдо подруга заказывать салат с апельсин ,  руккола и лосось ,  а на десерт мы брать манговый мусс и лимонный десерт мы весь очень понравиться быть безумно вкусно !!!! советовать все обязательно посещать этот заведение !!!!	positive	positive	absence	positive	positive	
126	31 июль отмечать наш свадьба в ресторан анданте к выбор ресторан подходить основательно ,  быть много разный предложение ,  но хороший данный ресторан ничто не находить все прекрасно начинать от первый звонок в ресторан и общение с администратор и заканчивать наш сбор после банкет всегда приветливый обслуживающий персонал в любой время ,  при личный общение и по телефон в ресторан несколько вариант меню ,  на любой кошелек ,  в каждый из меню ,  большой выбор всего ,  закуска горячий и холодный ,  горячий ,  напиток мой гость ,  да в прочее как и мы молодой оставаться в полный восторг !!!)  кухня супер ,  атмосфера восхитительный ,  интерьер хороший ,  великолепный вид из ресторан рекомендовать все спасибо администрация	positive	positive	positive	positive	positive	
127	посещать данный ресторан в начало сентябрь в компания прелестный спутница общий впечатление складываться исключительно позитивный : -  начинаться весь с бронирование столик по телефон ,  вежливый администратор столик забронировать с учет весь мой пожелание ,   когда мы приходить ,  мы встречать приветливый девушка ,  проводить до наш столик и вручать меню ,   столик быть у окно ,  с мягкий диванчик :  очень уютно и комфортно ,   сделать заказ ,  все приготавливать очень быстро :  через 20 мина все уже быть на стол ,   еда вкусный ,  но отдельно хотеть отмечать красивый сервировка блюдо ,   после горячий ,  официант порекомендовать вкусный десерт ,  от который мы не смочь отказываться в итог в данный заведение мы проводить около 2х час время ,  прекрасно поужинать и пообщаться ,  обтановка уютный и романтичный средний чек на человек получаться до 1000 рубль после ужин мы сразу принимать решение ,  что скоро мы снова посещать сей заведение алексей ,  т хххх255	positive	positive	neutral	positive	positive	
128	вчера с друг ,  решать весь таки посещать ,  столь расхваливать заведение ,  но уже со вход ,  я начинать разочаровываться как только зайти ,  мы никто не обязываться встречать ,  на первый этаж ,  быть чей-то день рождение ,  судя по все ,  детский ( хотя я не думать ,  что манилов ,  то заведение ,  где стоить устраивать детский праздник ),  далее мы подниматься на второй этаж ,  опять же мы никто не встречать ,  и вообще зал ресторан быть пустой ,  только какой то компания ,  который мы разрешать проходить ( кто это быть ,  без понятие ,  или администрация ,  который уже начинать праздновать 8 март ,  то ли очень наглый гость ),  через минута 10 подходить официант ,  принимать заказ ,  заказывать коктейль ,  паста и греческий салат с курица ,  заказ ждать долго ,  если учитывать ,  что паста ,  салат максимум готовиться полчаса ,  мы ждать час ,  когда я спрашивать у официант ,  столько еще ожидать наш заказ ,  на что прозвучать ответ :  ну ,  не знать может минута через 10 ,  у мы банкет внизу и повар не успевать ....... ,  на что я сказать ,  что вы это не оправдывать ,  или надо быть предупреждать по повод еда ,  паста быть ну ничто ,  средненький ,  чуток пересолить ,  цезарь быть не очень ,  заветренный и холодный кусочек куриный филе я не особо вдохновлять ,  затем мы попросить счет ,  он так же долго не мочь приносить ,  как и заказ в общий не в восторг	negative	absence	absence	negative	negative	
